lat,lng,fai,date
-39.21446,-72.09658,-6e-05,2026-08-22
-39.21446,-72.09315,0.0,2026-08-22
-39.21446,-72.08973,0.0,2026-08-22
-39.21446,-72.0863,0.0,2026-08-22
-39.21446,-72.08288,0.0,2026-08-22
-39.21446,-72.07945,0.0,2026-08-22
-39.21446,-72.07603,0.0,2026-08-22
-39.21446,-72.0726,0.0,2026-08-22
-39.21446,-72.06918,0.0,2026-08-22
-39.21446,-72.06575,0.0,2026-08-22
-39.21446,-72.06233,0.0,2026-08-22
-39.21446,-72.0589,0.0,2026-08-22
-39.21446,-72.05548,0.03117,2026-08-22
-39.21735,-72.20959,-0.00039,2026-08-22
-39.21735,-72.18219,0.0,2026-08-22
-39.21735,-72.17877,-9e-05,2026-08-22
-39.21735,-72.17534,0.0,2026-08-22
-39.21735,-72.17192,0.0009,2026-08-22
-39.21735,-72.16849,0.0,2026-08-22
-39.21735,-72.16507,0.0013,2026-08-22
-39.21735,-72.16164,0.0,2026-08-22
-39.21735,-72.15822,0.0,2026-08-22
-39.21735,-72.15479,0.0007,2026-08-22
-39.21735,-72.15137,-7e-05,2026-08-22
-39.21735,-72.14795,0.0,2026-08-22
-39.21735,-72.14452,0.0,2026-08-22
-39.21735,-72.1411,0.0,2026-08-22
-39.21735,-72.13767,-9e-05,2026-08-22
-39.21735,-72.13425,0.0,2026-08-22
-39.21735,-72.13082,0.0,2026-08-22
-39.21735,-72.1274,0.0,2026-08-22
-39.21735,-72.12397,0.0,2026-08-22
-39.21735,-72.12055,0.0,2026-08-22
-39.21735,-72.11712,0.0,2026-08-22
-39.21735,-72.1137,0.0,2026-08-22
-39.21735,-72.11027,-0.00044,2026-08-22
-39.21735,-72.10685,-0.00015,2026-08-22
-39.21735,-72.10342,0.0,2026-08-22
-39.21735,-72.1,0.0,2026-08-22
-39.21735,-72.09658,0.0,2026-08-22
-39.21735,-72.09315,0.0,2026-08-22
-39.21735,-72.08973,-2e-05,2026-08-22
-39.21735,-72.0863,-4e-05,2026-08-22
