lat,lng,fai,date
-39.24049,-71.98356,0.0,2026-08-22
-39.24049,-71.98014,0.0,2026-08-22
-39.24049,-71.97671,0.0,2026-08-22
-39.24049,-71.97329,0.0,2026-08-22
-39.24049,-71.96986,0.0,2026-08-22
-39.24049,-71.96644,0.00743,2026-08-22
-39.24338,-72.19247,-2e-05,2026-08-22
-39.24338,-72.18904,-9e-05,2026-08-22
-39.24338,-72.18562,-6e-05,2026-08-22
-39.24338,-72.18219,0.0,2026-08-22
-39.24338,-72.17877,0.00013,2026-08-22
-39.24338,-72.17534,0.0003,2026-08-22
-39.24338,-72.17192,0.0,2026-08-22
-39.24338,-72.16849,0.0009,2026-08-22
-39.24338,-72.16507,0.0003,2026-08-22
-39.24338,-72.16164,0.0,2026-08-22
-39.24338,-72.15822,0.0,2026-08-22
-39.24338,-72.15479,0.0005,2026-08-22
-39.24338,-72.15137,0.0002,2026-08-22
-39.24338,-72.14795,0.0,2026-08-22
-39.24338,-72.14452,-4e-05,2026-08-22
-39.24338,-72.1411,0.0,2026-08-22
-39.24338,-72.13767,0.0001,2026-08-22
-39.24338,-72.13425,0.0,2026-08-22
-39.24338,-72.13082,0.0,2026-08-22
-39.24338,-72.1274,0.0,2026-08-22
-39.24338,-72.12397,-4e-05,2026-08-22
-39.24338,-72.12055,0.0,2026-08-22
-39.24338,-72.11712,0.0,2026-08-22
-39.24338,-72.1137,0.0,2026-08-22
-39.24338,-72.11027,0.0,2026-08-22
-39.24338,-72.10685,0.0,2026-08-22
-39.24338,-72.10342,0.0,2026-08-22
-39.24338,-72.1,0.0,2026-08-22
-39.24338,-72.09658,0.0,2026-08-22
-39.24338,-72.09315,-4e-05,2026-08-22
-39.24338,-72.08973,0.0,2026-08-22
-39.24338,-72.0863,0.0,2026-08-22
-39.24338,-72.08288,8e-05,2026-08-22
-39.24338,-72.07945,0.0,2026-08-22
-39.24338,-72.07603,0.0,2026-08-22
-39.24338,-72.0726,0.0004,2026-08-22
-39.24338,-72.06918,0.0,2026-08-22
-39.24338,-72.06575,0.0,2026-08-22
-39.24338,-72.06233,-9e-05,2026-08-22
-39.24338,-72.0589,0.0,2026-08-22
-39.24338,-72.05548,0.0012,2026-08-22
-39.24338,-72.05205,0.0,2026-08-22
-39.24338,-72.04863,-4e-05,2026-08-22
-39.24338,-72.04521,0.0,2026-08-22
-39.24338,-72.04178,0.00053,2026-08-22
-39.24338,-72.03836,-7e-05,2026-08-22
-39.24338,-72.03493,0.0,2026-08-22
-39.24338,-72.03151,0.0,2026-08-22
-39.24338,-72.02808,0.00041,2026-08-22
-39.24338,-72.02466,-4e-05,2026-08-22
-39.24338,-72.02123,-0.00017,2026-08-22
-39.24338,-72.01781,0.0,2026-08-22
-39.24338,-72.01438,0.0,2026-08-22
-39.24338,-72.01096,0.0005,2026-08-22
-39.24338,-72.00753,0.0,2026-08-22
-39.24338,-72.00411,0.0,2026-08-22
-39.24338,-72.00068,0.0,2026-08-22
-39.24338,-71.99726,0.0,2026-08-22
-39.24338,-71.99384,0.0,2026-08-22
-39.24338,-71.99041,0.0,2026-08-22
-39.24338,-71.98699,0.0,2026-08-22
-39.24338,-71.98356,0.0,2026-08-22
-39.24338,-71.98014,0.0,2026-08-22
-39.24338,-71.97671,0.0,2026-08-22
-39.24338,-71.97329,0.0,2026-08-22
-39.24338,-71.96986,-7e-05,2026-08-22
-39.24627,-72.19247,0.0,2026-08-22
-39.24627,-72.18904,0.0,2026-08-22
-39.24627,-72.18562,0.0,2026-08-22
-39.24627,-72.18219,0.0,2026-08-22
-39.24627,-72.17877,0.0,2026-08-22
-39.24627,-72.17534,0.0,2026-08-22
-39.24627,-72.17192,0.0,2026-08-22
-39.24627,-72.16849,0.0005,2026-08-22
-39.24627,-72.16507,-2e-05,2026-08-22
-39.24627,-72.16164,0.0,2026-08-22
-39.24627,-72.15822,0.0006,2026-08-22
-39.24627,-72.15479,0.0,2026-08-22
-39.24627,-72.15137,0.0,2026-08-22
-39.24627,-72.14795,0.0,2026-08-22
-39.24627,-72.14452,0.0,2026-08-22
-39.24627,-72.1411,0.0,2026-08-22
-39.24627,-72.13767,-6e-05,2026-08-22
-39.24627,-72.13425,-0.00013,2026-08-22
-39.24627,-72.13082,-7e-05,2026-08-22
-39.24627,-72.1274,0.0,2026-08-22
-39.24627,-72.12397,0.0,2026-08-22
-39.24627,-72.12055,0.0004,2026-08-22
-39.24627,-72.11712,-4e-05,2026-08-22
-39.24627,-72.1137,0.0,2026-08-22
-39.24627,-72.11027,0.0,2026-08-22
-39.24627,-72.10685,0.0,2026-08-22
-39.24627,-72.10342,0.0,2026-08-22
-39.24627,-72.1,0.0,2026-08-22
-39.24627,-72.09658,0.0003,2026-08-22
-39.24627,-72.09315,-2e-05,2026-08-22
-39.24627,-72.08973,0.0,2026-08-22
-39.24627,-72.0863,0.0,2026-08-22
-39.24627,-72.08288,0.0013,2026-08-22
-39.24627,-72.07945,0.00063,2026-08-22
-39.24627,-72.07603,0.0,2026-08-22
-39.24627,-72.0726,0.0,2026-08-22
-39.24627,-72.06918,-7e-05,2026-08-22
-39.24627,-72.06575,0.0,2026-08-22
-39.24627,-72.06233,0.0,2026-08-22
-39.24627,-72.0589,0.0,2026-08-22
-39.24627,-72.05548,-6e-05,2026-08-22
-39.24627,-72.05205,0.0,2026-08-22
-39.24627,-72.04863,0.0,2026-08-22
-39.24627,-72.04521,0.0,2026-08-22
-39.24627,-72.04178,0.0,2026-08-22
-39.24627,-72.03836,0.0001,2026-08-22
-39.24627,-72.03493,0.0,2026-08-22
-39.24627,-72.03151,0.0,2026-08-22
-39.24627,-72.02808,-2e-05,2026-08-22
-39.24627,-72.02466,0.0,2026-08-22
-39.24627,-72.02123,-2e-05,2026-08-22
-39.24627,-72.01781,0.0,2026-08-22
-39.24627,-72.01438,-6e-05,2026-08-22
-39.24627,-72.01096,0.0,2026-08-22
-39.24627,-72.00753,0.00014,2026-08-22
-39.24627,-72.00411,0.0,2026-08-22
-39.24627,-72.00068,0.0,2026-08-22
-39.24627,-71.99726,0.0,2026-08-22
-39.24627,-71.99384,0.0,2026-08-22
-39.24627,-71.99041,-4e-05,2026-08-22
-39.24627,-71.98699,0.0,2026-08-22
-39.24627,-71.98356,-2e-05,2026-08-22
-39.24627,-71.98014,0.0,2026-08-22
-39.24627,-71.97671,0.0,2026-08-22
-39.24627,-71.97329,0.0,2026-08-22
-39.24627,-71.96986,0.07503,2026-08-22
-39.24916,-72.19247,-0.00026,2026-08-22
-39.24916,-72.18904,0.0,2026-08-22
-39.24916,-72.18562,0.0005,2026-08-22
-39.24916,-72.18219,0.0003,2026-08-22
-39.24916,-72.17877,0.0002,2026-08-22
-39.24916,-72.17534,0.0,2026-08-22
-39.24916,-72.17192,0.00053,2026-08-22
-39.24916,-72.16849,0.0,2026-08-22
-39.24916,-72.16507,0.0,2026-08-22
-39.24916,-72.16164,0.0003,2026-08-22
-39.24916,-72.15822,0.0,2026-08-22
-39.24916,-72.15479,0.00027,2026-08-22
-39.24916,-72.15137,0.0,2026-08-22
-39.24916,-72.14795,-2e-05,2026-08-22
-39.24916,-72.14452,0.0,2026-08-22
-39.24916,-72.1411,0.0009,2026-08-22
-39.24916,-72.13767,0.0,2026-08-22
-39.24916,-72.13425,0.0,2026-08-22
-39.24916,-72.13082,0.00036,2026-08-22
-39.24916,-72.1274,0.0,2026-08-22
-39.24916,-72.12397,-2e-05,2026-08-22
-39.24916,-72.12055,0.0,2026-08-22
-39.24916,-72.11712,0.00023,2026-08-22
-39.24916,-72.1137,0.0,2026-08-22
-39.24916,-72.11027,0.0,2026-08-22
-39.24916,-72.10685,-2e-05,2026-08-22
-39.24916,-72.10342,-0.00017,2026-08-22
-39.24916,-72.1,0.0,2026-08-22
-39.24916,-72.09658,-7e-05,2026-08-22
-39.24916,-72.09315,0.0,2026-08-22
-39.24916,-72.08973,0.0005,2026-08-22
-39.24916,-72.0863,0.0001,2026-08-22
-39.24916,-72.08288,-4e-05,2026-08-22
-39.24916,-72.07945,0.0,2026-08-22
-39.24916,-72.07603,-9e-05,2026-08-22
-39.24916,-72.0726,0.0,2026-08-22
-39.24916,-72.06918,0.0,2026-08-22
-39.24916,-72.06575,0.0,2026-08-22
-39.24916,-72.06233,0.0007,2026-08-22
-39.24916,-72.0589,0.0,2026-08-22
-39.24916,-72.05548,0.0,2026-08-22
-39.24916,-72.05205,0.0,2026-08-22
-39.24916,-72.04863,0.0,2026-08-22
-39.24916,-72.04521,0.0,2026-08-22
-39.24916,-72.04178,0.0,2026-08-22
-39.24916,-72.03836,-2e-05,2026-08-22
-39.24916,-72.03493,0.0,2026-08-22
-39.24916,-72.03151,1e-05,2026-08-22
-39.24916,-72.02808,0.0,2026-08-22
-39.24916,-72.02466,0.0,2026-08-22
-39.24916,-72.02123,0.00021,2026-08-22
-39.24916,-72.01781,0.0,2026-08-22
-39.24916,-72.01438,0.0,2026-08-22
-39.24916,-72.01096,0.0,2026-08-22
-39.24916,-72.00753,0.0,2026-08-22
-39.24916,-72.00411,0.0,2026-08-22
-39.24916,-72.00068,0.0,2026-08-22
-39.24916,-71.99726,0.0,2026-08-22
-39.24916,-71.99384,0.0,2026-08-22
-39.24916,-71.99041,0.0,2026-08-22
-39.24916,-71.98699,0.0,2026-08-22
-39.24916,-71.98356,0.0,2026-08-22
-39.24916,-71.98014,0.0,2026-08-22
-39.24916,-71.97671,0.0,2026-08-22
-39.25206,-72.18904,-2e-05,2026-08-22
-39.25206,-72.18562,-9e-05,2026-08-22
-39.25206,-72.18219,0.0,2026-08-22
-39.25206,-72.17877,0.0,2026-08-22
-39.25206,-72.17534,0.0,2026-08-22
-39.25206,-72.17192,-7e-05,2026-08-22
-39.25206,-72.16849,0.0,2026-08-22
-39.25206,-72.16507,0.0,2026-08-22
-39.25206,-72.16164,0.0,2026-08-22
-39.25206,-72.15822,0.0007,2026-08-22
-39.25206,-72.15479,0.0,2026-08-22
-39.25206,-72.15137,0.00073,2026-08-22
-39.25206,-72.14795,0.0002,2026-08-22
-39.25206,-72.14452,8e-05,2026-08-22
-39.25206,-72.1411,0.0,2026-08-22
-39.25206,-72.13767,-4e-05,2026-08-22
-39.25206,-72.13425,0.0,2026-08-22
-39.25206,-72.13082,0.0005,2026-08-22
-39.25206,-72.1274,-2e-05,2026-08-22
-39.25206,-72.12397,0.00066,2026-08-22
-39.25206,-72.12055,0.0003,2026-08-22
-39.25206,-72.11712,0.0,2026-08-22
-39.25206,-72.1137,0.00016,2026-08-22
-39.25206,-72.11027,0.0,2026-08-22
-39.25206,-72.10685,-4e-05,2026-08-22
-39.25206,-72.10342,0.0,2026-08-22
-39.25206,-72.1,0.0002,2026-08-22
-39.25206,-72.09658,0.0002,2026-08-22
-39.25206,-72.09315,0.0,2026-08-22
-39.25206,-72.08973,0.0003,2026-08-22
-39.25206,-72.0863,-4e-05,2026-08-22
-39.25206,-72.08288,0.0003,2026-08-22
-39.25206,-72.07945,0.0,2026-08-22
-39.25206,-72.07603,0.0,2026-08-22
-39.25206,-72.0726,-4e-05,2026-08-22
-39.25206,-72.06918,0.0003,2026-08-22
-39.25206,-72.06575,0.0,2026-08-22
-39.25206,-72.06233,0.0,2026-08-22
-39.25206,-72.0589,0.0,2026-08-22
-39.25206,-72.05548,0.0002,2026-08-22
-39.25206,-72.05205,0.0,2026-08-22
-39.25206,-72.04863,0.0004,2026-08-22
-39.25206,-72.04521,0.0,2026-08-22
-39.25206,-72.04178,0.0,2026-08-22
-39.25206,-72.03836,-0.00015,2026-08-22
-39.25206,-72.03493,0.0,2026-08-22
-39.25206,-72.03151,0.0,2026-08-22
-39.25206,-72.02808,0.0,2026-08-22
-39.25206,-72.02466,0.0,2026-08-22
-39.25206,-72.02123,0.0,2026-08-22
-39.25206,-72.01781,-0.00013,2026-08-22
-39.25206,-72.01438,0.0,2026-08-22
-39.25206,-72.01096,-7e-05,2026-08-22
-39.25206,-72.00753,0.0003,2026-08-22
-39.25206,-72.00411,0.0,2026-08-22
-39.25206,-72.00068,-6e-05,2026-08-22
-39.25206,-71.99726,0.0,2026-08-22
-39.25206,-71.99384,0.0,2026-08-22
-39.25206,-71.99041,0.0,2026-08-22
-39.25206,-71.98699,0.0,2026-08-22
-39.25206,-71.98356,0.0,2026-08-22
-39.25206,-71.98014,0.0,2026-08-22
-39.25206,-71.97671,-9e-05,2026-08-22
-39.25495,-72.19247,-0.00024,2026-08-22
-39.25495,-72.18904,0.0,2026-08-22
-39.25495,-72.18562,0.0,2026-08-22
-39.25495,-72.18219,0.0,2026-08-22
-39.25495,-72.17877,0.0,2026-08-22
-39.25495,-72.17534,0.0005,2026-08-22
-39.25495,-72.17192,-6e-05,2026-08-22
-39.25495,-72.16849,-2e-05,2026-08-22
-39.25495,-72.16507,0.0,2026-08-22
-39.25495,-72.16164,-4e-05,2026-08-22
-39.25495,-72.15822,0.0,2026-08-22
-39.25495,-72.15479,0.0,2026-08-22
-39.25495,-72.15137,-9e-05,2026-08-22
-39.25495,-72.14795,0.0,2026-08-22
-39.25495,-72.14452,0.0002,2026-08-22
-39.25495,-72.1411,0.0005,2026-08-22
-39.25495,-72.13767,-0.00021,2026-08-22
-39.25495,-72.13425,0.0,2026-08-22
-39.25495,-72.13082,0.0006,2026-08-22
-39.25495,-72.1274,0.0011,2026-08-22
-39.25495,-72.12397,0.0005,2026-08-22
-39.25495,-72.12055,0.0,2026-08-22
-39.25495,-72.11712,0.0001,2026-08-22
-39.25495,-72.1137,0.0018,2026-08-22
-39.25495,-72.11027,0.0,2026-08-22
-39.25495,-72.10685,0.00018,2026-08-22
-39.25495,-72.10342,0.002,2026-08-22
-39.25495,-72.1,3e-05,2026-08-22
-39.25495,-72.09658,0.0,2026-08-22
-39.25495,-72.09315,0.0002,2026-08-22
-39.25495,-72.08973,0.0,2026-08-22
-39.25495,-72.0863,0.0006,2026-08-22
-39.25495,-72.08288,0.0,2026-08-22
-39.25495,-72.07945,0.0,2026-08-22
-39.25495,-72.07603,0.0005,2026-08-22
-39.25495,-72.0726,0.0,2026-08-22
-39.25495,-72.06918,-7e-05,2026-08-22
-39.25495,-72.06575,-6e-05,2026-08-22
-39.25495,-72.06233,0.0,2026-08-22
-39.25495,-72.0589,-7e-05,2026-08-22
-39.25495,-72.05548,0.0,2026-08-22
-39.25495,-72.05205,0.0,2026-08-22
-39.25495,-72.04863,0.0,2026-08-22
-39.25495,-72.04521,-6e-05,2026-08-22
-39.25495,-72.04178,0.0,2026-08-22
-39.25495,-72.03836,0.0,2026-08-22
-39.25495,-72.03493,0.0,2026-08-22
-39.25495,-72.03151,0.0,2026-08-22
-39.25495,-72.02808,-4e-05,2026-08-22
-39.25495,-72.02466,0.0,2026-08-22
-39.25495,-72.02123,0.0,2026-08-22
-39.25495,-72.01781,-2e-05,2026-08-22
-39.25495,-72.01438,0.0006,2026-08-22
-39.25495,-72.01096,0.0,2026-08-22
-39.25495,-72.00753,0.0,2026-08-22
-39.25495,-72.00411,0.0,2026-08-22
-39.25495,-72.00068,0.0,2026-08-22
-39.25495,-71.99726,-4e-05,2026-08-22
-39.25495,-71.99384,0.0,2026-08-22
-39.25495,-71.99041,0.0,2026-08-22
-39.25495,-71.98699,0.0,2026-08-22
-39.25495,-71.98356,-2e-05,2026-08-22
-39.25495,-71.98014,0.0,2026-08-22
-39.25495,-71.97671,0.0,2026-08-22
-39.25784,-72.20274,-0.00026,2026-08-22
-39.25784,-72.19932,-0.00022,2026-08-22
-39.25784,-72.19589,0.0,2026-08-22
-39.25784,-72.19247,0.0,2026-08-22
-39.25784,-72.18904,0.0,2026-08-22
-39.25784,-72.18562,0.0,2026-08-22
-39.25784,-72.18219,0.0,2026-08-22
-39.25784,-72.17877,0.0,2026-08-22
-39.25784,-72.17534,0.0,2026-08-22
-39.25784,-72.17192,0.0,2026-08-22
-39.25784,-72.16849,-4e-05,2026-08-22
-39.25784,-72.16507,0.0,2026-08-22
-39.25784,-72.16164,0.0002,2026-08-22
-39.25784,-72.15822,0.0,2026-08-22
-39.25784,-72.15479,0.0,2026-08-22
-39.25784,-72.15137,-6e-05,2026-08-22
-39.25784,-72.14795,0.0002,2026-08-22
-39.25784,-72.14452,0.0002,2026-08-22
-39.25784,-72.1411,-1e-05,2026-08-22
-39.25784,-72.13767,0.0,2026-08-22
-39.25784,-72.13425,0.0,2026-08-22
-39.25784,-72.13082,-0.00015,2026-08-22
-39.25784,-72.1274,0.0,2026-08-22
-39.25784,-72.12397,-2e-05,2026-08-22
-39.25784,-72.12055,0.0006,2026-08-22
-39.25784,-72.11712,0.00031,2026-08-22
-39.25784,-72.1137,0.0003,2026-08-22
-39.25784,-72.11027,0.0,2026-08-22
-39.25784,-72.10685,0.0007,2026-08-22
-39.25784,-72.10342,0.00088,2026-08-22
-39.25784,-72.1,0.0005,2026-08-22
-39.25784,-72.09658,0.0,2026-08-22
-39.25784,-72.09315,0.0,2026-08-22
-39.25784,-72.08973,0.00086,2026-08-22
-39.25784,-72.0863,0.0,2026-08-22
-39.25784,-72.08288,0.0,2026-08-22
-39.25784,-72.07945,0.0,2026-08-22
-39.25784,-72.07603,0.0,2026-08-22
-39.25784,-72.0726,0.0,2026-08-22
-39.25784,-72.06918,0.0,2026-08-22
-39.25784,-72.06575,0.0,2026-08-22
-39.25784,-72.06233,0.0,2026-08-22
-39.25784,-72.0589,0.0,2026-08-22
-39.25784,-72.05548,0.0,2026-08-22
-39.25784,-72.05205,-2e-05,2026-08-22
-39.25784,-72.04863,0.0001,2026-08-22
-39.25784,-72.04521,0.0,2026-08-22
-39.25784,-72.04178,0.0,2026-08-22
-39.25784,-72.03836,0.0002,2026-08-22
-39.25784,-72.03493,-6e-05,2026-08-22
-39.25784,-72.03151,0.0,2026-08-22
-39.25784,-72.02808,0.0,2026-08-22
-39.25784,-72.02466,0.0002,2026-08-22
-39.25784,-72.02123,0.0,2026-08-22
-39.25784,-72.01781,-2e-05,2026-08-22
-39.25784,-72.01438,0.00075,2026-08-22
-39.25784,-72.01096,0.0,2026-08-22
-39.25784,-72.00753,-7e-05,2026-08-22
-39.25784,-72.00411,0.0,2026-08-22
-39.25784,-72.00068,0.0007,2026-08-22
-39.25784,-71.99726,0.0,2026-08-22
-39.25784,-71.99384,0.0,2026-08-22
-39.25784,-71.99041,-6e-05,2026-08-22
-39.25784,-71.98699,-4e-05,2026-08-22
-39.25784,-71.98356,0.0,2026-08-22
-39.25784,-71.98014,0.0,2026-08-22
-39.25784,-71.97671,0.0,2026-08-22
-39.26073,-72.21644,-0.00069,2026-08-22
-39.26073,-72.21301,-0.0032,2026-08-22
-39.26073,-72.20959,-0.00015,2026-08-22
-39.26073,-72.20616,0.0,2026-08-22
-39.26073,-72.20274,0.0,2026-08-22
-39.26073,-72.19932,-4e-05,2026-08-22
-39.26073,-72.19589,0.0,2026-08-22
-39.26073,-72.19247,0.0,2026-08-22
-39.26073,-72.18904,0.0,2026-08-22
-39.26073,-72.18562,-7e-05,2026-08-22
-39.26073,-72.18219,0.0,2026-08-22
-39.26073,-72.17877,0.0,2026-08-22
-39.26073,-72.17534,0.0005,2026-08-22
-39.26073,-72.17192,0.0,2026-08-22
-39.26073,-72.16849,0.00073,2026-08-22
-39.26073,-72.16507,0.0005,2026-08-22
-39.26073,-72.16164,0.0,2026-08-22
-39.26073,-72.15822,0.00061,2026-08-22
-39.26073,-72.15479,0.0,2026-08-22
-39.26073,-72.15137,0.0,2026-08-22
-39.26073,-72.14795,0.0008,2026-08-22
-39.26073,-72.14452,-9e-05,2026-08-22
-39.26073,-72.1411,0.0006,2026-08-22
-39.26073,-72.13767,-4e-05,2026-08-22
-39.26073,-72.13425,0.0,2026-08-22
-39.26073,-72.13082,0.0006,2026-08-22
-39.26073,-72.1274,-4e-05,2026-08-22
-39.26073,-72.12397,0.0014,2026-08-22
-39.26073,-72.12055,0.00011,2026-08-22
-39.26073,-72.11712,0.00093,2026-08-22
-39.26073,-72.1137,0.0,2026-08-22
-39.26073,-72.11027,0.0,2026-08-22
-39.26073,-72.10685,0.00185,2026-08-22
-39.26073,-72.10342,-4e-05,2026-08-22
-39.26073,-72.1,0.0001,2026-08-22
-39.26073,-72.09658,0.0,2026-08-22
-39.26073,-72.09315,0.0,2026-08-22
-39.26073,-72.08973,0.0002,2026-08-22
-39.26073,-72.0863,-7e-05,2026-08-22
-39.26073,-72.08288,0.0,2026-08-22
-39.26073,-72.07945,0.0,2026-08-22
-39.26073,-72.07603,0.0,2026-08-22
-39.26073,-72.0726,0.0,2026-08-22
-39.26073,-72.06918,0.0,2026-08-22
-39.26073,-72.06575,0.0,2026-08-22
-39.26073,-72.06233,0.0,2026-08-22
-39.26073,-72.0589,0.0,2026-08-22
-39.26073,-72.05548,0.0001,2026-08-22
-39.26073,-72.05205,0.0,2026-08-22
-39.26073,-72.04863,0.00078,2026-08-22
-39.26073,-72.04521,0.0004,2026-08-22
-39.26073,-72.04178,1e-05,2026-08-22
-39.26073,-72.03836,0.0,2026-08-22
-39.26073,-72.03493,0.0,2026-08-22
-39.26073,-72.03151,0.0009,2026-08-22
-39.26073,-72.02808,0.0,2026-08-22
-39.26073,-72.02466,0.0,2026-08-22
-39.26073,-72.02123,-0.00021,2026-08-22
-39.26073,-72.01781,0.0,2026-08-22
-39.26073,-72.01438,0.0007,2026-08-22
-39.26073,-72.01096,0.0,2026-08-22
-39.26073,-72.00753,0.0,2026-08-22
-39.26073,-72.00411,-7e-05,2026-08-22
-39.26073,-72.00068,0.0,2026-08-22
-39.26073,-71.99726,0.0,2026-08-22
-39.26073,-71.99384,0.0,2026-08-22
-39.26073,-71.99041,0.0,2026-08-22
-39.26073,-71.98699,0.0,2026-08-22
-39.26073,-71.98356,0.0,2026-08-22
-39.26073,-71.98014,0.0,2026-08-22
-39.26073,-71.97671,0.0,2026-08-22
-39.26362,-72.21986,-0.00019,2026-08-22
-39.26362,-72.21644,0.0,2026-08-22
-39.26362,-72.21301,-0.00024,2026-08-22
-39.26362,-72.20959,0.0,2026-08-22
-39.26362,-72.20616,0.0,2026-08-22
-39.26362,-72.20274,0.0,2026-08-22
-39.26362,-72.19932,0.0,2026-08-22
-39.26362,-72.19589,-4e-05,2026-08-22
-39.26362,-72.19247,0.0,2026-08-22
-39.26362,-72.18904,0.0,2026-08-22
-39.26362,-72.18562,0.0007,2026-08-22
-39.26362,-72.18219,0.0,2026-08-22
-39.26362,-72.17877,0.0,2026-08-22
-39.26362,-72.17534,0.0,2026-08-22
-39.26362,-72.17192,0.0,2026-08-22
-39.26362,-72.16849,0.0,2026-08-22
-39.26362,-72.16507,0.0001,2026-08-22
-39.26362,-72.16164,0.0,2026-08-22
-39.26362,-72.15822,-7e-05,2026-08-22
-39.26362,-72.15479,0.0008,2026-08-22
-39.26362,-72.15137,0.0,2026-08-22
-39.26362,-72.14795,0.00024,2026-08-22
-39.26362,-72.14452,-0.00015,2026-08-22
-39.26362,-72.1411,0.0,2026-08-22
-39.26362,-72.13767,0.0,2026-08-22
-39.26362,-72.13425,0.0012,2026-08-22
-39.26362,-72.13082,0.0006,2026-08-22
-39.26362,-72.1274,0.0006,2026-08-22
-39.26362,-72.12397,0.00104,2026-08-22
-39.26362,-72.12055,0.00044,2026-08-22
-39.26362,-72.11712,0.00083,2026-08-22
-39.26362,-72.1137,0.0006,2026-08-22
-39.26362,-72.11027,0.00066,2026-08-22
-39.26362,-72.10685,0.0,2026-08-22
-39.26362,-72.10342,0.0004,2026-08-22
-39.26362,-72.1,0.0002,2026-08-22
-39.26362,-72.09658,0.0,2026-08-22
-39.26362,-72.09315,-6e-05,2026-08-22
-39.26362,-72.08973,-9e-05,2026-08-22
-39.26362,-72.0863,-6e-05,2026-08-22
-39.26362,-72.08288,0.0011,2026-08-22
-39.26362,-72.07945,-0.00013,2026-08-22
-39.26362,-72.07603,0.0,2026-08-22
-39.26362,-72.0726,-7e-05,2026-08-22
-39.26362,-72.06918,0.0,2026-08-22
-39.26362,-72.06575,0.0,2026-08-22
-39.26362,-72.06233,0.0,2026-08-22
-39.26362,-72.0589,-7e-05,2026-08-22
-39.26362,-72.05548,0.0001,2026-08-22
-39.26362,-72.05205,0.0002,2026-08-22
-39.26362,-72.04863,-9e-05,2026-08-22
-39.26362,-72.04521,-4e-05,2026-08-22
-39.26362,-72.04178,-4e-05,2026-08-22
-39.26362,-72.03836,0.0001,2026-08-22
-39.26362,-72.03493,0.0,2026-08-22
-39.26362,-72.03151,0.0012,2026-08-22
-39.26362,-72.02808,0.0005,2026-08-22
-39.26362,-72.02466,0.0,2026-08-22
-39.26362,-72.02123,0.0003,2026-08-22
-39.26362,-72.01781,0.0001,2026-08-22
-39.26362,-72.01438,0.001,2026-08-22
-39.26362,-72.01096,0.0,2026-08-22
-39.26362,-72.00753,0.0,2026-08-22
-39.26362,-72.00411,-4e-05,2026-08-22
-39.26362,-72.00068,0.0,2026-08-22
-39.26362,-71.99726,0.0,2026-08-22
-39.26362,-71.99384,-4e-05,2026-08-22
-39.26362,-71.99041,0.0,2026-08-22
-39.26362,-71.98699,0.0,2026-08-22
-39.26362,-71.98356,0.0,2026-08-22
-39.26362,-71.98014,0.0,2026-08-22
-39.26362,-71.97671,-4e-05,2026-08-22
-39.26362,-71.97329,0.01275,2026-08-22
-39.26652,-72.22329,-0.00886,2026-08-22
-39.26652,-72.21986,0.0,2026-08-22
-39.26652,-72.21644,0.0,2026-08-22
-39.26652,-72.21301,-4e-05,2026-08-22
-39.26652,-72.20959,0.0,2026-08-22
-39.26652,-72.20616,-0.00013,2026-08-22
-39.26652,-72.20274,0.0002,2026-08-22
-39.26652,-72.19932,0.0005,2026-08-22
-39.26652,-72.19589,0.00113,2026-08-22
-39.26652,-72.19247,0.00143,2026-08-22
-39.26652,-72.18904,0.0,2026-08-22
-39.26652,-72.18562,-6e-05,2026-08-22
-39.26652,-72.18219,0.0002,2026-08-22
-39.26652,-72.17877,0.0003,2026-08-22
-39.26652,-72.17534,0.001,2026-08-22
-39.26652,-72.17192,0.0,2026-08-22
-39.26652,-72.16849,0.0008,2026-08-22
-39.26652,-72.16507,0.0007,2026-08-22
-39.26652,-72.16164,0.0016,2026-08-22
-39.26652,-72.15822,0.001,2026-08-22
-39.26652,-72.15479,0.0,2026-08-22
-39.26652,-72.15137,0.0,2026-08-22
-39.26652,-72.14795,0.0,2026-08-22
-39.26652,-72.14452,0.00054,2026-08-22
-39.26652,-72.1411,0.0007,2026-08-22
-39.26652,-72.13767,0.00153,2026-08-22
-39.26652,-72.13425,0.00138,2026-08-22
-39.26652,-72.13082,0.0,2026-08-22
-39.26652,-72.1274,0.0005,2026-08-22
-39.26652,-72.12397,0.00026,2026-08-22
-39.26652,-72.12055,0.0008,2026-08-22
-39.26652,-72.11712,0.0008,2026-08-22
-39.26652,-72.1137,0.0,2026-08-22
-39.26652,-72.11027,0.0008,2026-08-22
-39.26652,-72.10685,-2e-05,2026-08-22
-39.26652,-72.10342,0.0,2026-08-22
-39.26652,-72.1,0.0,2026-08-22
-39.26652,-72.09658,0.0,2026-08-22
-39.26652,-72.09315,0.0,2026-08-22
-39.26652,-72.08973,0.0,2026-08-22
-39.26652,-72.0863,-9e-05,2026-08-22
-39.26652,-72.08288,0.0001,2026-08-22
-39.26652,-72.07945,0.0,2026-08-22
-39.26652,-72.07603,0.0008,2026-08-22
-39.26652,-72.0726,0.0,2026-08-22
-39.26652,-72.06918,0.0,2026-08-22
-39.26652,-72.06575,0.0,2026-08-22
-39.26652,-72.06233,-7e-05,2026-08-22
-39.26652,-72.0589,0.0,2026-08-22
-39.26652,-72.05548,0.0,2026-08-22
-39.26652,-72.05205,0.0,2026-08-22
-39.26652,-72.04863,0.0,2026-08-22
