date,pixel_id,horizon_days,fai_now,fai_future,baseline_mean,baseline_std,n_prior,anomaly_now,anomaly_future,station_id,lat,lng,precip_mm,temp_c,wind_kmh,doy_sin,doy_cos,spatial_block
2025-11-25,r0045_c1185,8,-7e-05,-0.00269,6.142857142857141e-05,0.0014473703577111672,7,-0.09080507330301349,-1.900984469365261,r0045_c1185,-39.20868,-72.07945,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0045_c1200,8,0.0,-0.0017,-0.00022999999999999998,0.0007583315018292901,7,0.30329743581162194,-1.9384662201873228,r0045_c1200,-39.20868,-72.07603,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0045_c1215,8,-7e-05,-0.00184,-0.00010142857142857142,0.000927980397986735,7,0.033867710456768375,-1.8735001648130511,r0045_c1215,-39.20868,-72.0726,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0045_c1230,8,-0.00013,-0.00183,-0.0003528571428571429,0.0008384452732232892,7,0.26579807886613616,-1.7617641894075946,r0045_c1230,-39.20868,-72.06918,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0045_c1245,8,-0.00324,-0.00331,-0.001155,0.0022093143732841644,6,-0.9437316957752055,-0.9754157335230541,r0045_c1245,-39.20868,-72.06575,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0060_c0750,8,-0.00011,-0.00311,-0.0004016666666666667,0.0009756519188043791,6,0.29894541387679746,-2.7759217002845475,r0060_c0750,-39.21157,-72.17877,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0060_c0765,8,0.0,-0.00366,-0.0004133333333333334,0.0007206571075530073,6,0.5735506234536528,-4.5051476390633685,r0060_c0765,-39.21157,-72.17534,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0060_c0780,8,-7e-05,-0.00271,-0.00012666666666666664,0.001024141917249102,6,0.05533087330208711,-2.5224368711245604,r0060_c0780,-39.21157,-72.17192,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0060_c0795,8,-2e-05,-0.00219,-0.00047166666666666673,0.0007418737538602284,6,0.6088187704666559,-2.316207204247683,r0060_c0795,-39.21157,-72.16849,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0060_c0810,8,-4e-05,-0.00236,-0.0003116666666666667,0.000742789786323605,6,0.36573829052128615,-2.75762183466663,r0060_c0810,-39.21157,-72.16507,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0060_c0825,8,-6e-05,-0.00227,-0.00031,0.0006909703322140539,6,0.36181003488085095,-2.8365906734658712,r0060_c0825,-39.21157,-72.16164,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0060_c0840,8,-4e-05,-0.00164,-0.00039571428571428575,0.0002641247901313028,7,1.3467659947309436,-4.710976632171293,r0060_c0840,-39.21157,-72.15822,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0060_c0855,8,0.0,-0.00159,-0.0004783333333333334,0.0005955305757613682,6,0.8032053311818598,-1.8666827731648097,r0060_c0855,-39.21157,-72.15479,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0060_c0870,8,0.0,-0.00103,-0.0004714285714285714,0.00047072386000812866,7,1.001497080306128,-1.1866222981808974,r0060_c0870,-39.21157,-72.15137,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0060_c0885,8,-4e-05,-0.00207,-0.0004833333333333333,0.0006750604911166604,6,0.6567312695192508,-2.35040664880574,r0060_c0885,-39.21157,-72.14795,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0060_c0900,8,0.0,-0.00206,-0.00048666666666666666,0.00046530276881474354,6,1.0459139710394223,-3.381310920072653,r0060_c0900,-39.21157,-72.14452,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0060_c0915,8,-9e-05,-0.00156,-0.000395,0.0003865100257431882,6,0.7891127776402195,-3.014152085084773,r0060_c0915,-39.21157,-72.1411,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0060_c1125,8,-0.00039,-0.00137,-0.00042500000000000003,0.0006592344044420012,6,0.053091889264525335,-1.4334810101421822,r0060_c1125,-39.21157,-72.09315,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0060_c1140,8,-0.00019,-0.00228,-0.0007266666666666667,0.0004599855070180654,6,1.1667034253876822,-3.3769179890103103,r0060_c1140,-39.21157,-72.08973,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0060_c1155,8,-4e-05,-0.00122,-0.0003233333333333333,0.0002762366135519813,6,1.0256907282857946,-3.2460094812809266,r0060_c1155,-39.21157,-72.0863,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0060_c1170,8,0.0,-0.00155,-5.499999999999999e-05,0.0007274544659289679,6,0.07560610674066635,-2.0551114468599314,r0060_c1170,-39.21157,-72.08288,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0060_c1185,8,0.0,-0.00111,0.0002883333333333333,0.0015096677338628745,6,-0.19099125381421386,-0.926252381214598,r0060_c1185,-39.21157,-72.07945,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0060_c1200,8,0.0,-0.00213,0.0002728571428571429,0.0010202404011753683,7,-0.2674439696200991,-2.3551872089057935,r0060_c1200,-39.21157,-72.07603,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0060_c1215,8,0.0,-0.00199,-0.0001942857142857143,0.0006389276730808985,7,0.30408091943939736,-2.8105126157009,r0060_c1215,-39.21157,-72.0726,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0060_c1230,8,-2e-05,-0.00181,-0.00013142857142857143,0.0008937641107777184,7,0.12467335629712259,-1.878092226270757,r0060_c1230,-39.21157,-72.06918,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0060_c1245,8,0.0,-0.0016,-0.00030333333333333335,0.0003906234333301916,6,0.7765364477684255,-3.3194799800210713,r0060_c1245,-39.21157,-72.06575,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0060_c1260,8,-0.01028,-0.01162,-0.006163333333333333,0.004692192096096095,6,-0.8773440179680055,-1.1629248238167007,r0060_c1260,-39.21157,-72.06233,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c0795,8,-6e-05,-0.00159,0.0008833333333333335,0.0008777167348676146,6,-1.0747582857419438,-2.817917484171456,r0075_c0795,-39.21446,-72.16849,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0075_c0810,8,-6e-05,-0.00171,0.0007966666666666666,0.0011650178825523094,6,-0.7353249074511113,-2.1516121805573376,r0075_c0810,-39.21446,-72.16507,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0075_c0825,8,-2e-05,-0.00212,0.0006333333333333333,0.0008739031220144866,6,-0.7476038440362764,-3.1506161998671653,r0075_c0825,-39.21446,-72.16164,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0075_c0840,8,-4e-05,-0.00221,0.00036,0.0008129780644847272,7,-0.4920181951692923,-3.161216903962703,r0075_c0840,-39.21446,-72.15822,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0075_c0855,8,-6e-05,-0.00246,0.0005133333333333334,0.0009222291833739955,6,-0.6216820543845523,-3.2240720494826776,r0075_c0855,-39.21446,-72.15479,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0075_c0870,8,0.0,-0.00183,0.00012142857142857142,0.0008739837636064066,7,-0.13893687329786147,-2.232797281469162,r0075_c0870,-39.21446,-72.15137,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0075_c0885,8,0.0,-0.00232,0.0004933333333333334,0.000965166652276521,6,-0.511137980337092,-2.914867941922336,r0075_c0885,-39.21446,-72.14795,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c0900,8,0.0,-0.00184,7.166666666666664e-05,0.0006228777301097437,6,-0.11505735909684847,-3.0690881600950055,r0075_c0900,-39.21446,-72.14452,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c0915,8,-6e-05,-0.00132,0.0005666666666666667,0.0010105378106071373,6,-0.6201318348396697,-1.8669926516981543,r0075_c0915,-39.21446,-72.1411,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c0930,8,0.0,-0.00129,-0.00026833333333333337,0.0002790997432221439,6,0.9614245080826131,-3.6605790276685823,r0075_c0930,-39.21446,-72.13767,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c0945,8,-6e-05,-0.00179,-0.00028999999999999995,0.0005606424885789517,6,0.4102436127932008,-2.6755018225643536,r0075_c0945,-39.21446,-72.13425,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c0960,8,-2e-05,-0.00212,-0.0003983333333333333,0.00022409075542437415,6,1.6883040650956826,-7.682899115611632,r0075_c0960,-39.21446,-72.13082,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c0975,8,-6e-05,-0.00216,0.0007600000000000002,0.0033075005668933757,6,-0.2479213482857234,-0.8828418743833076,r0075_c0975,-39.21446,-72.1274,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c0990,8,-0.00221,-0.00444,-0.0008166666666666668,0.0009510134944713805,6,-1.4651036409402536,-3.809970472971425,r0075_c0990,-39.21446,-72.12397,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c1095,8,-0.00045,-0.0025,0.00012166666666666667,0.0011474043169984445,6,-0.49822600298569525,-2.2848673548002876,r0075_c1095,-39.21446,-72.1,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c1110,8,-0.00019,-0.00261,-0.0005949999999999999,0.0006154916733799085,6,0.6580105264072617,-3.2738054585447713,r0075_c1110,-39.21446,-72.09658,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c1125,8,-0.00019,-0.00142,-0.0002683333333333333,0.00048602126153766837,6,0.16117264723255773,-2.3695808348446263,r0075_c1125,-39.21446,-72.09315,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c1140,8,0.0,-0.00075,-6.333333333333336e-05,0.0006154889655117032,6,0.10289921815361791,-1.1156441547181728,r0075_c1140,-39.21446,-72.08973,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c1155,8,-2e-05,-0.00027,0.00038833333333333336,0.0007590630189033494,6,-0.5379439165976889,-0.8672973349228046,r0075_c1155,-39.21446,-72.0863,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c1170,8,-2e-05,0.00024,0.0005616666666666666,0.0007572428056222565,6,-0.768137593844405,-0.4247866922979088,r0075_c1170,-39.21446,-72.08288,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c1185,8,0.0,0.00103,0.0012933333333333334,0.0009660572791851769,6,-1.3387749993708429,-0.27258563131519736,r0075_c1185,-39.21446,-72.07945,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c1200,8,-2e-05,0.00089,0.0008414285714285713,0.0011608104722050678,7,-0.7420923501768617,0.04184268641129906,r0075_c1200,-39.21446,-72.07603,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c1215,8,-7e-05,-0.00044,0.0006328571428571428,0.0012619787938751095,7,-0.5569484576669521,-0.8501388042843111,r0075_c1215,-39.21446,-72.0726,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c1230,8,0.0,-0.00039,0.00022142857142857145,0.0007058429610857402,7,-0.3137079827047734,-0.8662388167589872,r0075_c1230,-39.21446,-72.06918,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c1245,8,0.0,-0.00096,0.00043571428571428575,0.000993811805505401,7,-0.438427359486542,-1.4044050171093492,r0075_c1245,-39.21446,-72.06575,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c1260,8,-4e-05,-0.0017,0.00011000000000000003,0.0005537749241945383,7,-0.27086816944298076,-3.268475911278634,r0075_c1260,-39.21446,-72.06233,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0075_c1275,8,-0.00022,-0.00216,0.00014857142857142855,0.001408585917050957,7,-0.2616605945791911,-1.6389283753487318,r0075_c1275,-39.21446,-72.0589,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c0855,8,0.0021,-0.00167,0.0026416666666666667,0.0005417902423140036,6,-0.9997719123792098,-7.958184422538507,r0090_c0855,-39.21735,-72.15479,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0090_c0870,8,0.0019,-0.00141,0.0017699999999999997,0.0017364811161272864,7,0.07486404475847531,-1.831289710245776,r0090_c0870,-39.21735,-72.15137,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,2
2025-11-25,r0090_c0885,8,0.00079,-0.00171,0.0017283333333333335,0.0011208107184831285,6,-0.8371916130524211,-3.0677198893910202,r0090_c0885,-39.21735,-72.14795,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c0900,8,4e-05,-0.00167,0.0014483333333333334,0.0011468115218581764,6,-1.2280425392408105,-2.719133243691783,r0090_c0900,-39.21735,-72.14452,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c0915,8,0.00013,-0.00113,0.0009400000000000002,0.0009725841865874645,6,-0.8328327883286604,-2.128350459062132,r0090_c0915,-39.21735,-72.1411,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c0930,8,0.0,-0.00177,0.0006650000000000001,0.0010490519529556199,6,-0.6339056880132732,-2.321143383928301,r0090_c0930,-39.21735,-72.13767,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c0945,8,0.0,-0.00164,0.00022,0.0010763085059591418,6,-0.20440236120214358,-1.728129053799941,r0090_c0945,-39.21735,-72.13425,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c0960,8,-7e-05,-0.00172,3.4999999999999956e-05,0.0007473887877135969,6,-0.14048912925388501,-2.3481754461006505,r0090_c0960,-39.21735,-72.13082,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c0975,8,0.0,-0.00199,-0.00011,0.0005256614880319844,6,0.20926014650954788,-3.5764461403450003,r0090_c0975,-39.21735,-72.1274,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c0990,8,0.0,-0.00161,-6.833333333333335e-05,0.00036701044490132246,6,0.18618906977349384,-4.2006070619629705,r0090_c0990,-39.21735,-72.12397,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1005,8,-7e-05,-0.00176,-0.00015833333333333335,0.0004632242077727228,6,0.19069239441966598,-3.4576488874962066,r0090_c1005,-39.21735,-72.12055,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1020,8,-0.00011,-0.00102,-5.1666666666666685e-05,0.0006655649229539268,6,-0.08764484323247816,-1.4549043976591378,r0090_c1020,-39.21735,-72.11712,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1035,8,-0.00019,-0.00041,0.000295,0.0007552152011181978,6,-0.6422010564431069,-0.9335087521492583,r0090_c1035,-39.21735,-72.1137,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1050,8,-0.00034,-0.00038,0.0007466666666666667,0.002073718077913839,6,-0.5240185144934715,-0.5433075395668509,r0090_c1050,-39.21735,-72.11027,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1065,8,-6e-05,-4e-05,2.333333333333334e-05,0.0012346767458191908,6,-0.06749404944696098,-0.05129547757969035,r0090_c1065,-39.21735,-72.10685,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1080,8,-0.00015,-0.00092,-0.00034333333333333335,0.0005107119214064487,6,0.378556531049663,-1.1291427564067535,r0090_c1080,-39.21735,-72.10342,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1095,8,-2e-05,-0.00129,-0.0002733333333333334,0.00034748621075758775,6,0.7290457160329248,-2.9257755709216053,r0090_c1095,-39.21735,-72.1,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1110,8,-4e-05,-0.00067,-9.166666666666664e-05,0.0008472406191080942,6,0.06098228236632126,-0.6826081284230158,r0090_c1110,-39.21735,-72.09658,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1125,8,-0.00015,-0.00064,0.00037500000000000006,0.0006179239435399797,6,-0.8496191246326621,-1.6425969742898132,r0090_c1125,-39.21735,-72.09315,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1140,8,-2e-05,0.00081,0.00132,0.0005545809228597752,6,-2.416238901782088,-0.9196133133648245,r0090_c1140,-39.21735,-72.08973,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1155,8,0.0009,0.00103,0.0012566666666666666,0.0009018129887436013,6,-0.39549958929242274,-0.2513455333821003,r0090_c1155,-39.21735,-72.0863,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1170,8,0.00111,0.00085,0.0017116666666666667,0.0010348606991603588,6,-0.5813987014434241,-0.8326402455574802,r0090_c1170,-39.21735,-72.08288,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1185,8,0.00154,0.00123,0.00154,0.0012652588667936692,6,0.0,-0.24500915040854868,r0090_c1185,-39.21735,-72.07945,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1200,8,0.00174,0.00087,0.0011814285714285716,0.0014372708927156421,7,0.38863336856146813,-0.21668049704961662,r0090_c1200,-39.21735,-72.07603,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1215,8,0.00118,0.00131,0.0012142857142857144,0.0011054238575143496,7,-0.031015898609976653,0.08658605028618453,r0090_c1215,-39.21735,-72.0726,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1230,8,-7e-05,0.00015,0.0006657142857142858,0.0007410545895964108,7,-0.9927936430634167,-0.6959194274677543,r0090_c1230,-39.21735,-72.06918,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1245,8,0.0,8e-05,0.00040285714285714285,0.0004867824389366803,7,-0.8275917753671178,-0.6632473093367681,r0090_c1245,-39.21735,-72.06575,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1260,8,-2e-05,-0.00113,0.0003642857142857143,0.0010115805643127187,7,-0.37988641522269967,-1.4771791461819472,r0090_c1260,-39.21735,-72.06233,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1275,8,-0.00013,-0.00146,3.571428571428571e-05,0.0005082931287769929,7,-0.3260211014715304,-2.9426214934542445,r0090_c1275,-39.21735,-72.0589,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1290,8,0.0,-0.0015,5.571428571428571e-05,0.0009797254231476821,7,-0.05686724504431629,-1.5879084577759088,r0090_c1290,-39.21735,-72.05548,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1305,8,-0.00017,-0.00141,0.00029571428571428576,0.0018720653224256285,7,-0.2487703180735496,-0.9111403674227551,r0090_c1305,-39.21735,-72.05205,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
2025-11-25,r0090_c1320,8,-0.00013,-0.0021,0.00055,0.0015916134371553078,7,-0.4272394188976971,-1.664977147174849,r0090_c1320,-39.21735,-72.04863,0.0013388694242166,18.763396199544275,2.6932564940787187,-0.5839514998576998,0.8117885474764613,3
